gameTime,item,gameId,event,summonerName,itemImg
5104,Sentinela Invisível,2677232,PURCHASED_ITEM,BLG XUN,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
5271,Poção de Vida,2677232,PURCHASED_ITEM,BLG XUN,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
10801,Espada Longa,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1036_class_t1_longsword.png
10801,Poção de Vida,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
10801,Poção de Vida,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
10801,Poção de Vida,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
11566,Poção de Vida,2677232,UNDO_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
11698,Poção de Vida,2677232,UNDO_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
11833,Poção de Vida,2677232,UNDO_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
11966,Espada Longa,2677232,UNDO_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1036_class_t1_longsword.png
13801,Espada Longa,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1036_class_t1_longsword.png
14397,Poção com Refil,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2031_class_t1_refillablepotion.png
14498,Sentinela Invisível,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
